day,total_usdc,payments,active_payers,coinbase,payai,dexter,figment,openfacilitator,openx402,cascade,three_ws,ultravioletadao,retired,other
2026-08-11,3734.373561,5053,285,90.048,77.139146,3567.128415,0.038,0,0,0,0,0,0,0.02
2026-08-12,11994.142258,15750,111,10533.916,1282.399559,0,177.776699,0,0,0,0,0,0,0.05
2026-08-13,12801.235474,45193,110,12399.8992,376.302272,0,25.019002,0,0,0.015,0,0,0,0
2026-08-14,11503.164988,30106,102,10766.869,736.245988,0,0,0,0,0,0,0,0,0.05
2026-08-15,1806.114399,36110,93,193.253,1612.861399,0,0,0,0,0,0,0,0,0
2026-08-16,1940.317144,69408,166,146.858,1695.683713,97.775431,0,0,0,0,0,0,0,0
2026-08-17,27590.387363,9754,155,27394.238,113.299363,81.85,0,0,0,0,0,1,0,0
2026-08-18,12811.956532,32759,138,12622.009,42.665556,146.261976,0,0,0,0,0,1.02,0,0
2026-08-19,2368.503932,284606,305,284.142,2002.651932,81.61,0,0,0,0,0,0,0,0.1
2026-08-20,15942.626651,668988,302,9790.443877,6152.152774,0.03,0,0,0,0,0,0,0,0
2026-08-21,13868.362722,119189,423,10931.069,2937.263722,0.03,0,0,0,0,0,0,0,0
2026-08-22,9931.776139,793882,406,79.459211,9787.636928,64.53,0,0,0,0,0,0,0,0.15
2026-08-23,2877.467257,405242,396,120.485245,2731.634612,21.7424,0,0.605,0,0,0,0,0,3
2026-08-24,31646.751717,63422,378,29005.846688,2571.821713,69.083316,0,0,0,0,0,0,0,0
2026-08-25,32917.094358,1519769,476,18053.967824,14847.340027,15.786507,0,0,0,0,0,0,0,0
2026-08-26,20569.309605,1974108,236,105.318212,15793.157197,34.211,4636.623196,0,0,0,0,0,0,0
2026-08-27,25942.796004,1166230,409,12153.69589,12184.592191,78.15,1526.357923,0,0,0,0,0,0,0
2026-08-28,33503.744626,1136032,157,12725.780365,17207.392302,131.62,3438.95196,0,0,0,0,0,0,0
2026-08-29,26853.002261,1299795,146,58.243,22618.59944,185.5,3990.659821,0,0,0,0,0,0,0
2026-08-30,28330.733314,1244399,109,38.042404,23943.540124,66.72,4282.380786,0,0,0,0,0,0,0.05
2026-08-31,149772.008283,1300127,114,23051.517352,120393.387423,68.34,5938.690507,0.015,0,0,320.008,0,0,0.05
2026-09-01,20412.086458,2021962,267,45.20107,17339.345212,27.54,2927.864176,0,13.8125,0,58.3235,0,0,0
2026-09-02,24346.18437,1679669,347,12449.6365,9669.644283,83.152045,2141.928542,0.005,0,0,1.818,0,0,0
2026-09-03,46477.19376,1867020,346,27958.25689,14640.184351,88.471215,3786.710804,0,3.3625,0,0.208,0,0,0
2026-09-04,13694.080222,1338788,249,5937.138662,4610.46562,37.43,3109.04594,0,0,0,0,0,0,0
2026-09-05,4696.19247,1047725,387,150.411709,2268.48523,64.81,2212.485531,0,0,0,0,0,0,0
2026-09-06,6166.671858,1142998,305,87.835144,3112.500509,75.9,2890.426206,0.01,0,0,0,0,0,0
2026-09-07,31841.467981,1883508,491,439.551882,16801.646252,32.828,14567.431847,0.01,0,0,0,0,0,0
2026-09-08,44673.658657,210768,326,29631.833,7661.680585,19.41,7359.909072,0,0,0,0.826,0,0,0
