seller_rank,seller_address,service_category,weekly_volume_usd,market_share_pct,cumulative_share_pct
287,0xd7cdaa5ca0582076c8e772cce739e32c5077cfd2,reasoning,564.42,0.0684,89.4053
288,0x23c657f2efda7731a3c1990b25f318fa2eb13322,media,563.84,0.0683,89.4736
289,0xaf180e4359fc6179dc953abdcbdcaf7c146b53e1,media,562.55,0.0682,89.5418
290,0x09895de0407bcb0386733daa14bdb5dfa5445055,social,560.12,0.0679,89.6097
291,0x33512007840ced1bb0aab68f47cb5f702abd494a,reasoning,559.91,0.0679,89.6776
292,0x6db6eb4af1e18ab81d3878e44672185d60ca8c98,social,558.95,0.0678,89.7453
293,0x7cb676d57114874e00c536916e6dcad2a5d3cb8c,media,555.74,0.0674,89.8127
294,0x2cfc8ccbd7c0b17615323b41e815651ff2ae9ffa,reasoning,555.18,0.0673,89.88
295,0x9cfd3c755be26b4e1645918e2a64a26e3d851ede,search,552.92,0.067,89.947
296,0xa0f8b2c4cb1ac82abdb37f0fe5203b97be556c44,social,552.92,0.067,90.014
297,0x4c15f47afe7f817fd559e12ddbc276f4930c5822,reasoning,550.75,0.0668,90.0808
298,0x76ebdb6d45c61ca12e622118cc90939ade672adf,infrastructure,550.4,0.0667,90.1475
299,0x308831041ea4863c3f87d222c31f759411898c87,data,548.15,0.0664,90.2139
300,0x983bd614bb5afece5ab3b6023f71147cd7b6bc23,media,547.85,0.0664,90.2804
301,0xc3ea99f86b2f8a74ef4145bb245155ff5f91cd85,trading,547.05,0.0663,90.3467
302,0xf32828acecb4282c87eaa554d2e1db74e418cd68,data,543.76,0.0659,90.4126
303,0x8bd9c0d453533757387ed019c45617cdc440ba68,search,540.61,0.0655,90.4781
304,0xd874e4e4a5df21173b0f83e313151f813bea4f48,reasoning,538.43,0.0653,90.5434
305,0x090d3859ff6840b2280f4708cf08cdaed873d967,search,537.96,0.0652,90.6086
306,0x38b83caefa1ef26940f1d07bd4ec94c60809b0f8,media,536.45,0.065,90.6736
307,0x6d976934be74941fba578b143ba964eded443d10,reasoning,536.05,0.065,90.7386
308,0x48a1706eca5ee6148f748ca91a0f7db6ebcf5994,data,532.91,0.0646,90.8032
309,0x43c727ee4fc7250574d2ef90cfa16626388a10e1,reasoning,531.8,0.0645,90.8676
310,0x226f76b55acb49701e06ded1d95165d179458f6f,reasoning,531.38,0.0644,90.932
311,0x20e9c64c05a54d199610fb7e38135361324b5ed5,reasoning,529.77,0.0642,90.9963
312,0x865736a1c30a82dc67aba820360a01b1d9d0da56,data,529.49,0.0642,91.0604
313,0x8efbbe9bc19ad2e043c6cdb187c0a0fedde70b64,reasoning,529.04,0.0641,91.1246
314,0x748064be03a08df81e31bd6f9e7e7c4cc9f84b44,reasoning,529.0,0.0641,91.1887
315,0x377adeb4cd4096adc7ca64b533938cffc6294a9b,search,524.84,0.0636,91.2523
316,0x7a20311cf7a4b222d436424480bc65dd0f9d2cef,search,524.02,0.0635,91.3158
317,0x8d1ede4f889e0ed6f0823d8c1821905b9de37a0f,search,523.68,0.0635,91.3793
318,0xaae02129362d611717b6c00ad8d73bf820a0f6d8,reasoning,521.49,0.0632,91.4425
319,0x156091ee0884f36de9836d58b6f05f357ec6ef06,social,520.99,0.0632,91.5057
320,0x88820462180e5c893eff2ed73f4ec33e205d1cd5,media,514.2,0.0623,91.568
321,0x8d23cf6c86e834a7aa6eded54c26ce2bb2e74903,reasoning,513.85,0.0623,91.6303
322,0xf10d91a7596bf5a6773579ff1306afdc363b0be0,reasoning,512.51,0.0621,91.6924
323,0x3949ac1596ec77106a709a618bf5adcb19b77537,media,512.32,0.0621,91.7545
324,0x1038e0b72d98745fac0fb015fd9c56704862adf1,reasoning,511.42,0.062,91.8165
325,0x9e11c362bc3d3572970b973d5cd86c073da358b6,data,511.16,0.062,91.8784
326,0xa4e987d17584557e2fbed011cddf66dc5185338b,trading,511.08,0.0619,91.9404
327,0x02cca3803b564ede11ccf9f303c9910b39c53206,reasoning,510.83,0.0619,92.0023
328,0x2452984f72ef1195df62ab3f23748777dbf39767,reasoning,509.8,0.0618,92.0641
329,0x0791963ca2667a23cf3268ad25d7bb6ca0ed287b,trading,509.78,0.0618,92.1259
330,0x5426d2ca50f244fb43fe9eafc82da08f33f3b4f8,media,509.74,0.0618,92.1877
331,0x0bba869d7f392cbcaca6b8935ddc7fc3a8c50846,reasoning,509.41,0.0617,92.2494
332,0x7104741a92e73eb6c5d69cd04cf0afbe50a8796a,social,509.33,0.0617,92.3112
333,0x556d7dc3a115356350f1f9910b1af1ab0e312d4b,social,508.71,0.0617,92.3728
334,0x058d5d43bf485bf78dda1ed4eaf8b78e3106f3c6,data,504.76,0.0612,92.434
335,0x7acc684a848a9b954959fdd22493f48cf44eed02,media,503.69,0.0611,92.4951
336,0xeaa0689a095d4394a05fb51b84b0175a47f68221,reasoning,500.47,0.0607,92.5557
337,0x8ede6b26343305e05c3c0029f4e830d4e8c20168,reasoning,499.93,0.0606,92.6163
338,0x5d8f6cce532a7aeb57196be62344095936793400,media,499.63,0.0606,92.6769
339,0xfc95ce176603e9e1d1ffee39023b31dd856e00ad,reasoning,498.4,0.0604,92.7373
340,0x9644294ac4ffb3091eef01219b3fe4fe467f0589,media,497.14,0.0603,92.7976
341,0x524b2d27a1e7fbc3a1614fa661e2dcad68462352,social,496.97,0.0602,92.8578
342,0x023849c38925e2af028a2eb4e1dc41afd7dc7a23,reasoning,496.16,0.0601,92.9179
343,0x3c15285c04fff40024bb8714b93e58178bf8d3be,media,495.91,0.0601,92.978
344,0x02e6295d8f522840f09b5194b3f023799ad6ed33,reasoning,495.23,0.06,93.0381
345,0xda70dfa4d9f95ac979f921e8e623358236313f33,social,494.91,0.06,93.0981
346,0x6aac0cf87a32e631536122c3f2f9a2df215f56f2,reasoning,494.81,0.06,93.158
347,0x2289b221b39605c3494e7290856218e931c00af5,media,494.43,0.0599,93.218
348,0x06b2d82840e43ed8432b3f444de18b57dbe60637,data,492.34,0.0597,93.2776
349,0x72ba187b05e705de2dced5824d716a71872dedcc,data,490.23,0.0594,93.3371
350,0xdeeeb5df3f2cee6bf4e597a8a3a878a6ce49b932,media,490.23,0.0594,93.3965
351,0x04a8708c3a481ced13845a30de522486895de059,search,487.93,0.0591,93.4556
352,0x9a72c24f2fd76561729110d804c69f38a7088f2e,media,487.72,0.0591,93.5148
353,0x459535faa370a3b5f8b87203b089623c7aeb9325,search,487.03,0.059,93.5738
354,0x09a1b036b82baba3177d83c27c1f7d0beacaac6d,trading,486.81,0.059,93.6328
355,0x355d8c0ee4e5698eaed38b96aab64dbf0ad72eca,data,486.74,0.059,93.6918
356,0x03a3d955b8799a90f1ff5a39479fde8e618f8ca3,data,484.6,0.0587,93.7505
357,0x2ab0ce7632a611e907a40710ff46da13c5ba832f,reasoning,483.71,0.0586,93.8092
358,0x62a0eae98b9fc0bd0ad941ae07ae5e2af545a64c,search,483.49,0.0586,93.8678
359,0x9197e4844abed2fea3569a2acf7b0d584c979c33,data,483.36,0.0586,93.9264
360,0x838f461c2fa673cec73e6eecdafa88b127802d6c,data,481.88,0.0584,93.9848
361,0x73daa9289ddd08a53ba86f065ddb07bf915aba20,reasoning,481.53,0.0584,94.0431
362,0x3963317a2b410e5357f4d839787aedb9ceef4955,social,481.17,0.0583,94.1015
363,0xa43231c2216f23db8d65bbd57e0ce6573654f9a1,data,480.83,0.0583,94.1597
364,0xb3dfdc6efe322a6feccb0d081e88ffac20b0f28e,media,480.61,0.0583,94.218
365,0x4e47eb5525df25f94da777993dafa41d9ab2bfa8,reasoning,480.11,0.0582,94.2762
366,0x600b4cdf20cc06a7b5a5cca5f746429686181551,trading,479.19,0.0581,94.3343
367,0x0788979fc9366e21cd56311511b897a222cf9171,reasoning,477.53,0.0579,94.3922
368,0x8e6aee9efac8086ebac545d45c63e0d0dfcddd0d,reasoning,477.42,0.0579,94.45
369,0x5f193b350c8aba4883dedf97367ef30808214706,social,474.96,0.0576,94.5076
370,0xf1607c19a0f910ca1b8dce18843bc34e46a533c8,infrastructure,471.23,0.0571,94.5647
371,0x9b15fed64ef16980f625aeed46ab4cd2c4986905,reasoning,468.99,0.0568,94.6216
372,0x62f77e7d6197863ac98d9e0cfa76bea0c8e05379,data,468.5,0.0568,94.6784
373,0xe52d08747b9d7a6d04551bb86ee3f7ee6c49f747,search,466.92,0.0566,94.7349
374,0x01299ac65733b5a3d774265fbfe8396b8611e5e3,social,466.34,0.0565,94.7915
375,0xde5872c6bb4494cebd250152ce148cd6231654e4,data,465.85,0.0565,94.8479
376,0x12e2c8df501501b2bb531e941a737ffa7a2a491e,data,463.23,0.0561,94.9041
377,0x2c4cf657337835125bc4258d0e2e546af4185bdb,search,462.67,0.0561,94.9602
378,0x21ef779311a43f0e067d0f4f600bb5451a8a7e09,search,462.51,0.0561,95.0162
379,0x64c212df34c66e6fe9fccbfebc8899c10584cfa1,search,461.08,0.0559,95.0721
380,0x2af4dd48399a5cf64c23fc7933e11aaf6171d800,media,460.36,0.0558,95.1279
381,0x392a52e4f77c40bf3321dc2feac356fac2a906a8,reasoning,459.87,0.0557,95.1837
382,0xf65ccfbfec288565c1d414275985547799fde0ed,infrastructure,457.88,0.0555,95.2392
383,0x48b361d46638bfa4eee090c158a750a69c7beec3,social,456.76,0.0554,95.2945
384,0x37b73510175057c633ebe4beb0a34917fa2a0696,search,454.65,0.0551,95.3496
385,0x131b0c35e2d7edef9dd63f48eff39341ef0a5f77,reasoning,453.52,0.055,95.4046
386,0x15a26c6fa5151c712acc7ee45a1fd525ab85b801,reasoning,452.86,0.0549,95.4595
387,0x25dac95b8f595046bc435139636b0e2f1ff6e0ea,search,451.59,0.0547,95.5142
388,0xab5e292db6495899871d889aaab28308f7da8dfc,reasoning,447.73,0.0543,95.5685
389,0xb98880883fd8d975260f1807fa46a5156fcc4cc8,trading,445.7,0.054,95.6225
390,0x48a1a756f2d83f1dc57bbf14052b70a6f40d0fce,data,445.65,0.054,95.6766
391,0xa934c244755c66aebb0d6f9f5687038ffae8f00b,search,445.21,0.054,95.7305
392,0x6ea2fdb3399f4d2e806beb01e9a3371bd622bed6,social,444.53,0.0539,95.7844
393,0x99a0b871c9047c4f5555fcf062e0623174bae387,data,442.89,0.0537,95.8381
394,0x04d19fde0a08b17aca69491e714bea43565384d1,reasoning,442.54,0.0536,95.8917
395,0xa3af7b3808c4cf72478d05c9bab9c0d47e31c1d2,media,442.21,0.0536,95.9453
396,0x3c1b7053f0edd447b778edbc0ad8359b0fa892d6,media,441.94,0.0536,95.9989
397,0x1d2028ddcd746a7ee87dd0739d7435602b77d490,data,440.76,0.0534,96.0523
398,0x188c1fdca79d927f6e812133173fc41d3a4e5707,media,440.52,0.0534,96.1057
399,0x0f78540965a86402578f8188c826c1cb6c7ddcb6,infrastructure,440.05,0.0533,96.1591
400,0x26d228663f13a88592a12d16cf9587caab0388b2,data,438.15,0.0531,96.2122
401,0xdcaadad1cfce437735b81ab025f776e5857e4855,reasoning,437.77,0.0531,96.2652
402,0xb7c7470e59e2a2df1bfd0a4705488ee6fe0c5c12,data,437.67,0.0531,96.3183
403,0xd26eae87829adde551bf4b852f9da6b8c3c2db9b,data,437.6,0.053,96.3713
404,0x6b3c238ebcf1f3c07cf0e556faa82c6b8fe96840,reasoning,437.15,0.053,96.4243
405,0xa73b320dc0d3a57c03f897eb28ca91e623c5ee63,reasoning,434.31,0.0526,96.477
406,0xf64f410744d9470ffe2d6b9ee6f042cdffcc42a7,media,433.87,0.0526,96.5295
407,0xa5abb1500bdeaef41e2edd598c015edfaa467930,data,433.23,0.0525,96.5821
408,0xe6f47e008cc58b38596e6fdf2f50a0fea93fd105,infrastructure,432.96,0.0525,96.6345
409,0x480f5a496560ae4228bb7977ecf29b2c589d7a7a,reasoning,432.78,0.0525,96.687
410,0x612111a352a571cbed3927ec6f74948849bcc9fe,reasoning,432.35,0.0524,96.7394
411,0x52f14fc33ef45dd80ac2626077948f44d8d211d5,search,427.87,0.0519,96.7913
412,0xfabf5b7fedb3e62a81c9298b19706249ee128011,social,426.7,0.0517,96.843
413,0x1c49f22f6de9bd15e5e566fa8983be4cfa4709ab,reasoning,425.72,0.0516,96.8946
414,0x8111eb1556229541d7d2720a51203037e78ee57f,reasoning,423.69,0.0514,96.9459
415,0xfc72c98a6c2916c1bbf9f39fce094f5785bb6f1d,reasoning,422.89,0.0513,96.9972
416,0x67e0bdb7b6c549d4fa834d0f6848ce6a3a12e07d,data,422.88,0.0513,97.0485
417,0xafcf8bc077e68eb94dfe783205f32cabdeead61f,data,420.73,0.051,97.0995
418,0x4c8d5b6c695d265fb63dd73f275a21043a5887b3,reasoning,420.53,0.051,97.1504
419,0xcc6aed2709b80e146bebc151f1cf1dec5e323b58,reasoning,418.98,0.0508,97.2012
420,0xdb55da3fc3098e9c42311c6013304ff36b19ef73,data,418.02,0.0507,97.2519
421,0x5092c37bcbc9f0fb33cb0f9cab7aa5ae94ed0f12,infrastructure,418.0,0.0507,97.3026
422,0x5658b88806a236b6439a7ecd0a87af2475a02a84,media,418.0,0.0507,97.3532
423,0x814bb6b8dc12188a44b71e378dc20a4292e01979,data,416.85,0.0505,97.4037
424,0x814fd2e8e45e9a6d3e1f6ff86867aaf2251ccd07,reasoning,414.71,0.0503,97.454
425,0x0dfcddb0440e967f05bb68ca09a5e2188b8abc36,reasoning,414.65,0.0503,97.5043
426,0x9be3da431e0a833d2b07781de97ebbd0b14c274d,reasoning,413.74,0.0501,97.5544
427,0x42f25adecf47629878e89e31b2073d1af009c9c7,search,413.69,0.0501,97.6046
428,0xcbf2f7864f1c988391a9ab199627a29bd60987da,social,413.11,0.0501,97.6546
429,0x2d1007980f49215311f7f1012e84f99b801eb5da,infrastructure,412.76,0.05,97.7047
430,0xfed88b40aba63cac05eadd5db0088c036005ec23,trading,411.19,0.0498,97.7545
431,0x0a1f1256f9bac68e806442aa76455bb761af5414,trading,410.67,0.0498,97.8043
432,0x98f1f17f9a73ccfe3e25940add8d9ce9bf055131,infrastructure,407.06,0.0493,97.8536
433,0xaaf01d71b55e51b1a3051cbb3cdc0646578dcda7,reasoning,406.37,0.0493,97.9029
434,0xea415bf50eb65ade427d8d80222df4627e28cd9a,reasoning,405.89,0.0492,97.9521
435,0x5f2703a5211db19a9020f7443f6a440fbc95cda9,reasoning,405.35,0.0491,98.0012
436,0x155d1cf609cedded2fbc27a4646de87ce7f7de29,data,405.05,0.0491,98.0503
437,0x0ef962215cc055786d516355238a80dacc204ecf,reasoning,404.88,0.0491,98.0994
438,0x18d37c950a3e810d9b9a84c72c230ca16b7cec19,social,403.59,0.0489,98.1483
439,0x050a010ce24d0896056e9a36a1940738d38f469d,media,403.54,0.0489,98.1972
440,0xe3f6959781c353c201d378e02d9da532601673e0,data,402.96,0.0488,98.2461
441,0x2dfe70c43208f52b9ef4ea7e1347052839471164,reasoning,402.64,0.0488,98.2949
442,0x5627b4a8f9efbd8fbdadaf4177824186f8c734f3,reasoning,401.04,0.0486,98.3435
443,0x6d05621ab7cb7b4fb796ca2ffbe1a141e0d4319d,reasoning,401.01,0.0486,98.3921
444,0x3538a1ef2e113da64249eea7bd068b585ec7ce5d,social,400.27,0.0485,98.4406
445,0x0e12831a7047f759733b21f028525039607350b1,media,399.8,0.0485,98.4891
446,0x75c3e223190bf1a1fa2af808d1dfcdffe33727d5,search,399.67,0.0484,98.5375
447,0xc498f3fe97c0df55ee8dea01a72572059b93f42d,reasoning,399.38,0.0484,98.5859
448,0xa4ecdd704d258aa841bb3f9a1e3b0cafc59bd888,data,399.09,0.0484,98.6343
449,0x4a30a219a9d7663fdd35c0a5df49c8d55018f13a,data,398.86,0.0483,98.6826
450,0x83151157c10d85af7c84657c71c3e3603d955160,search,398.04,0.0482,98.7309
451,0xcaa1aedb2a6ce96b39b9fde1a49e1ebcb431b6da,search,398.01,0.0482,98.7791
452,0x549a2fac47d713cc00f2db498ad6b5574fb03c92,reasoning,398.0,0.0482,98.8274
453,0xd83c7ee736be931d85b78a4a60881ced3ff9a31b,infrastructure,397.96,0.0482,98.8756
454,0x48f89b630677c2cbb70e2ba05bf7a3633294e368,reasoning,394.73,0.0478,98.9235
455,0xf626051bc94422f26f4b774a2bca105e122df36a,social,394.61,0.0478,98.9713
456,0xb3a8e0e1f9ab1bfe3a36f231f676f78bb30a519d,reasoning,394.5,0.0478,99.0191
457,0x353767b239099863e13ca954e20a66c9d75f777b,reasoning,394.04,0.0478,99.0669
458,0xad21a2b810af49a8b9241e10dfce3a016987441c,social,394.01,0.0478,99.1146
459,0x42f0bec3310ddd8a55e8d62817337ca49c55a898,reasoning,392.54,0.0476,99.1622
460,0x841a05fd378a2c067058585e3691c2a3f5399206,data,391.11,0.0474,99.2096
461,0xde482c7ed5ca67ae135ef25bf3b13194970a2f39,data,390.87,0.0474,99.257
462,0xda4d43f295ce92630829272fad6d2e7237c6248e,reasoning,389.54,0.0472,99.3042
463,0x06de973bb45531d52cdbd483c5e50bcddaa2095f,search,389.07,0.0472,99.3514
464,0x88b54564b232405ab2165996517fece1149259cf,social,388.07,0.047,99.3984
465,0xad3b83575249b68aab9602de378314fc221ab07a,social,387.02,0.0469,99.4453
466,0x826e27285307a923759de350de081d6218a04f4c,data,386.62,0.0469,99.4922
467,0xe078af3026edb42cc26b32784baa142a79970078,data,385.7,0.0468,99.5389
468,0x1e5ee5e58c8f490ae68e7e91b1575ebefc2bf6c2,reasoning,383.93,0.0465,99.5855
469,0xc6bd343ae0007cdb979de7540f2668fe849d68ff,reasoning,383.79,0.0465,99.632
470,0x30eec89ddd9c342ef28a87f731d6e50ba977baf1,reasoning,382.7,0.0464,99.6784
471,0x064c3e311ef63912b0cc91db9681ce2d301c3e76,infrastructure,381.26,0.0462,99.7246
472,0xb6cb293891dd62748d85aa2e00eb97e267870905,social,381.26,0.0462,99.7708
473,0x3a8f6d79cd434dc10588606993976b7b2bc038ff,search,380.08,0.0461,99.8169
474,0x98144d79af44407273f26589afc01901b7b296de,data,378.49,0.0459,99.8628
475,0xb1585fdb272b31401eaac5dd46a936c1c09b4861,data,377.97,0.0458,99.9086
476,0xe73cb135243c08ab2c2adc333b150b9237093315,data,377.24,0.0457,99.9543
477,0x6e82b8197ce29396936a07b1eb951c88650a2fc0,data,376.97,0.0457,100.0
