call_id,category,clearing_price_usd,settlement_chain,confirmation_latency_ms,seller_address
call_0623,data,0.2381,Solana,374,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0624,data,0.2669,Solana,482,0x6b51d431df5d7f141cbececcf79edf3dd861c3b4
call_0625,media,0.2643,Base,1530,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0626,search,0.253,Base,513,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0627,reasoning,0.2625,Base,967,0x4b227777d4dd1fc61c6f884f48641d02b4d121d3
call_0628,data,0.2488,Solana,382,0x0b918943df0962bc7a1824c0555a389347b4febd
call_0629,data,0.2476,Solana,368,0x98010bd9270f9b100b6214a21754fd33bdc8d41b
call_0630,search,0.224,Solana,663,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0631,reasoning,0.2339,Base,808,0x44cb730c420480a0477b505ae68af508fb90f96c
call_0632,data,0.2312,Solana,427,0x6f4b6612125fb3a0daecd2799dfd6c9c299424fd
call_0633,data,0.2561,Base,330,0xe7f6c011776e8db7cd330b54174fd76f7d0216b6
call_0634,data,0.2383,Base,420,0x8527a891e224136950ff32ca212b45bc93f69fbb
call_0635,reasoning,0.2695,Solana,930,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0636,reasoning,0.2669,Base,716,0x6b51d431df5d7f141cbececcf79edf3dd861c3b4
call_0637,reasoning,0.2961,Solana,1070,0x59e19706d51d39f66711c2653cd7eb1291c94d9b
call_0638,reasoning,0.2745,Solana,956,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0639,data,0.2476,Base,456,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0640,data,0.2463,Base,491,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0641,infrastructure,0.2407,Base,292,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0642,media,0.3042,Base,1606,0x670671cd97404156226e507973f2ab8330d3022c
call_0643,social,0.2478,Solana,444,0x59e19706d51d39f66711c2653cd7eb1291c94d9b
call_0644,reasoning,0.2415,Solana,733,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0645,media,0.2426,Solana,2506,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0646,reasoning,0.2882,Solana,847,0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4
call_0647,data,0.2351,Base,350,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0648,trading,0.2298,Base,268,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0649,reasoning,0.2576,Solana,947,0xd4735e3a265e16eee03f59718b9b5d03019c07d8
call_0650,social,0.2497,Base,550,0x98010bd9270f9b100b6214a21754fd33bdc8d41b
call_0651,infrastructure,0.2504,Base,303,0x670671cd97404156226e507973f2ab8330d3022c
call_0652,reasoning,0.234,Solana,760,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0653,reasoning,0.2745,Solana,849,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0654,reasoning,0.2148,Base,962,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0655,media,0.2714,Solana,1969,0x6f4b6612125fb3a0daecd2799dfd6c9c299424fd
call_0656,media,0.253,Solana,2178,0x3d914f9348c9cc0ff8a79716700b9fcd4d2f3e71
call_0657,media,0.2825,Solana,2194,0x4a44dc15364204a80fe80e9039455cc160828182
call_0658,reasoning,0.2728,Base,753,0x4b227777d4dd1fc61c6f884f48641d02b4d121d3
call_0659,media,0.2474,Base,1460,0x25fc0e7096fc653718202dc30b0c580b8ab87eac
call_0660,media,0.2227,Base,1562,0x59e19706d51d39f66711c2653cd7eb1291c94d9b
call_0661,trading,0.3248,Solana,332,0xc2356069e9d1e79ca924378153cfbbfb4d4416b1
call_0662,search,0.2798,Solana,571,0x3fdba35f04dc8c462986c992bcf8755462571130
call_0663,reasoning,0.2816,Base,842,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0664,search,0.2848,Solana,650,0x811786ad1ae74adfdd20dd0372abaaebc6246e34
call_0665,infrastructure,0.2261,Base,373,0xf5ca38f748a1d6eaf726b8a42fb575c3c71f1864
call_0666,search,0.1804,Base,513,0xf5ca38f748a1d6eaf726b8a42fb575c3c71f1864
call_0667,reasoning,0.2546,Solana,1074,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0668,search,0.2194,Base,612,0x9400f1b21cb527d7fa3d3eabba93557a18ebe7a2
call_0669,trading,0.2541,Base,371,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0670,media,0.2689,Solana,1486,0x4a44dc15364204a80fe80e9039455cc160828182
call_0671,data,0.2327,Solana,411,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0672,social,0.2894,Solana,494,0x3fdba35f04dc8c462986c992bcf8755462571130
call_0673,media,0.2544,Base,1708,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0674,media,0.2924,Solana,2105,0x8527a891e224136950ff32ca212b45bc93f69fbb
call_0675,data,0.2393,Base,370,0x2c624232cdd221771294dfbb310aca000a0df6ac
call_0676,data,0.2426,Solana,501,0x7a61b53701befdae0eeeffaecc73f14e20b537bb
call_0677,search,0.1967,Base,584,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0678,media,0.2605,Base,1857,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0679,media,0.2553,Base,1683,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0680,data,0.2733,Solana,444,0x4fc82b26aecb47d2868c4efbe3581732a3e7cbcc
call_0681,infrastructure,0.2007,Base,284,0x25fc0e7096fc653718202dc30b0c580b8ab87eac
call_0682,reasoning,0.2457,Solana,841,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0683,reasoning,0.229,Solana,872,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0684,data,0.2579,Solana,490,0x86e50149658661312a9e0b35558d84f6c6d3da79
call_0685,reasoning,0.2476,Solana,739,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0686,media,0.2389,Base,1512,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0687,reasoning,0.2621,Base,902,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0688,reasoning,0.2266,Base,731,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0689,media,0.2302,Solana,1526,0x670671cd97404156226e507973f2ab8330d3022c
call_0690,reasoning,0.2795,Solana,863,0xef2d127de37b942baad06145e54b0c619a1f2232
call_0691,reasoning,0.2427,Base,840,0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4
call_0692,trading,0.2479,Solana,324,0x19581e27de7ced00ff1ce50b2047e7a567c76b1c
call_0693,search,0.2616,Base,730,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0694,media,0.2259,Base,1943,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0695,data,0.255,Solana,386,0xc2356069e9d1e79ca924378153cfbbfb4d4416b1
call_0696,trading,0.2456,Solana,296,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0697,media,0.2467,Base,1912,0x59e19706d51d39f66711c2653cd7eb1291c94d9b
call_0698,media,0.3165,Solana,1466,0x4b227777d4dd1fc61c6f884f48641d02b4d121d3
call_0699,trading,0.2414,Solana,269,0x7a61b53701befdae0eeeffaecc73f14e20b537bb
call_0700,reasoning,0.2511,Base,931,0x9400f1b21cb527d7fa3d3eabba93557a18ebe7a2
call_0701,data,0.2321,Base,435,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0702,social,0.2492,Base,569,0x7a61b53701befdae0eeeffaecc73f14e20b537bb
call_0703,reasoning,0.2294,Solana,690,0xaea92132c4cbeb263e6ac2bf6c183b5d81737f17
call_0704,data,0.262,Solana,435,0xf5ca38f748a1d6eaf726b8a42fb575c3c71f1864
call_0705,search,0.2516,Solana,541,0x670671cd97404156226e507973f2ab8330d3022c
call_0706,data,0.2511,Base,379,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0707,reasoning,0.2816,Solana,967,0x0e17daca5f3e175f448bacace3bc0da47d0655a7
call_0708,reasoning,0.3258,Base,812,0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4
call_0709,data,0.2582,Solana,474,0xe629fa6598d732768f7c726b4b621285f9c3b853
call_0710,reasoning,0.2568,Base,730,0x9f14025af0065b30e47e23ebb3b491d39ae8ed17
call_0711,media,0.2487,Base,1432,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0712,reasoning,0.2325,Solana,833,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0713,reasoning,0.2669,Solana,762,0x98010bd9270f9b100b6214a21754fd33bdc8d41b
call_0714,infrastructure,0.2334,Solana,286,0x35135aaa6cc23891b40cb3f378c53a17a1127210
call_0715,data,0.2715,Base,422,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0716,data,0.2539,Base,460,0x0e17daca5f3e175f448bacace3bc0da47d0655a7
call_0717,search,0.1981,Solana,542,0x4a44dc15364204a80fe80e9039455cc160828182
call_0718,reasoning,0.2255,Base,753,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0719,data,0.2187,Solana,366,0x4ec9599fc203d176a301536c2e091a19bc852759
call_0720,reasoning,0.2765,Solana,683,0x98010bd9270f9b100b6214a21754fd33bdc8d41b
call_0721,search,0.2283,Base,555,0x6f4b6612125fb3a0daecd2799dfd6c9c299424fd
call_0722,data,0.2594,Base,397,0x670671cd97404156226e507973f2ab8330d3022c
call_0723,reasoning,0.2755,Solana,774,0xd4735e3a265e16eee03f59718b9b5d03019c07d8
call_0724,data,0.2274,Base,486,0xe29c9c180c6279b0b02abd6a1801c7c04082cf48
call_0725,search,0.2738,Base,822,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0726,search,0.1935,Base,434,0x0e17daca5f3e175f448bacace3bc0da47d0655a7
call_0727,infrastructure,0.2335,Solana,337,0xef2d127de37b942baad06145e54b0c619a1f2232
call_0728,reasoning,0.2137,Solana,786,0x76a50887d8f1c2e9301755428990ad81479ee21c
call_0729,reasoning,0.2717,Solana,781,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0730,reasoning,0.2727,Base,701,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0731,reasoning,0.2565,Base,870,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0732,search,0.2022,Base,692,0x76a50887d8f1c2e9301755428990ad81479ee21c
call_0733,social,0.2386,Solana,397,0xb7a56873cd771f2c446d369b649430b65a756ba2
call_0734,reasoning,0.2338,Base,1037,0x8527a891e224136950ff32ca212b45bc93f69fbb
call_0735,data,0.2524,Solana,349,0x4a44dc15364204a80fe80e9039455cc160828182
call_0736,social,0.2526,Solana,290,0x4ec9599fc203d176a301536c2e091a19bc852759
call_0737,media,0.2414,Solana,1952,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0738,reasoning,0.2021,Base,704,0xf5ca38f748a1d6eaf726b8a42fb575c3c71f1864
call_0739,data,0.2331,Base,394,0x35135aaa6cc23891b40cb3f378c53a17a1127210
call_0740,media,0.3157,Solana,1442,0x86e50149658661312a9e0b35558d84f6c6d3da79
call_0741,media,0.3076,Solana,1536,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0742,reasoning,0.2376,Base,906,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0743,social,0.2542,Base,505,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0744,infrastructure,0.3198,Base,382,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0745,social,0.2565,Base,548,0x35135aaa6cc23891b40cb3f378c53a17a1127210
call_0746,data,0.2389,Base,462,0x9f14025af0065b30e47e23ebb3b491d39ae8ed17
call_0747,reasoning,0.2772,Base,943,0x3fdba35f04dc8c462986c992bcf8755462571130
call_0748,infrastructure,0.2824,Solana,267,0xaea92132c4cbeb263e6ac2bf6c183b5d81737f17
call_0749,media,0.2973,Solana,1904,0xb7a56873cd771f2c446d369b649430b65a756ba2
call_0750,social,0.2184,Base,489,0x25fc0e7096fc653718202dc30b0c580b8ab87eac
call_0751,data,0.2085,Base,394,0x59e19706d51d39f66711c2653cd7eb1291c94d9b
call_0752,reasoning,0.2622,Solana,710,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0753,search,0.2614,Solana,770,0xb7a56873cd771f2c446d369b649430b65a756ba2
call_0754,media,0.279,Solana,1699,0x4ec9599fc203d176a301536c2e091a19bc852759
call_0755,reasoning,0.2516,Solana,890,0x7a61b53701befdae0eeeffaecc73f14e20b537bb
call_0756,data,0.1905,Solana,379,0x35135aaa6cc23891b40cb3f378c53a17a1127210
call_0757,data,0.2536,Solana,416,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0758,reasoning,0.2621,Solana,686,0x8527a891e224136950ff32ca212b45bc93f69fbb
call_0759,data,0.2567,Base,428,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0760,media,0.2496,Base,1647,0x73475cb40a568e8da8a045ced110137e159f890a
call_0761,trading,0.2694,Solana,251,0xd4735e3a265e16eee03f59718b9b5d03019c07d8
call_0762,search,0.2926,Base,546,0xd4735e3a265e16eee03f59718b9b5d03019c07d8
call_0763,reasoning,0.2494,Solana,779,0xf5ca38f748a1d6eaf726b8a42fb575c3c71f1864
call_0764,reasoning,0.2068,Base,744,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0765,data,0.2632,Base,361,0x3d914f9348c9cc0ff8a79716700b9fcd4d2f3e71
call_0766,infrastructure,0.2716,Base,377,0x73475cb40a568e8da8a045ced110137e159f890a
call_0767,search,0.1976,Solana,491,0x4a44dc15364204a80fe80e9039455cc160828182
call_0768,media,0.3285,Solana,1788,0xaea92132c4cbeb263e6ac2bf6c183b5d81737f17
call_0769,media,0.2686,Solana,1035,0x9400f1b21cb527d7fa3d3eabba93557a18ebe7a2
call_0770,search,0.209,Base,616,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0771,social,0.2444,Base,608,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0772,search,0.2126,Solana,877,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0773,media,0.2884,Solana,2175,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0774,trading,0.267,Solana,294,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0775,reasoning,0.2337,Solana,852,0xeb1e33e8a81b697b75855af6bfcdbcbf7cbbde9f
call_0776,reasoning,0.2512,Base,847,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0777,reasoning,0.2418,Base,789,0xb7a56873cd771f2c446d369b649430b65a756ba2
call_0778,reasoning,0.2105,Solana,924,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0779,search,0.2809,Base,529,0x6b51d431df5d7f141cbececcf79edf3dd861c3b4
call_0780,social,0.2647,Base,518,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0781,data,0.2196,Solana,451,0x19581e27de7ced00ff1ce50b2047e7a567c76b1c
call_0782,social,0.2855,Base,584,0xe7f6c011776e8db7cd330b54174fd76f7d0216b6
call_0783,data,0.2741,Solana,455,0x670671cd97404156226e507973f2ab8330d3022c
call_0784,media,0.2622,Solana,1968,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0785,infrastructure,0.2858,Solana,383,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0786,data,0.2661,Solana,437,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0787,reasoning,0.2197,Base,725,0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4
call_0788,social,0.2387,Base,590,0xf5ca38f748a1d6eaf726b8a42fb575c3c71f1864
call_0789,search,0.2567,Solana,586,0xf5ca38f748a1d6eaf726b8a42fb575c3c71f1864
call_0790,search,0.2445,Solana,766,0x25fc0e7096fc653718202dc30b0c580b8ab87eac
call_0791,reasoning,0.2636,Solana,715,0xc2356069e9d1e79ca924378153cfbbfb4d4416b1
call_0792,reasoning,0.2769,Base,882,0xef2d127de37b942baad06145e54b0c619a1f2232
call_0793,reasoning,0.2485,Base,841,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0794,reasoning,0.2422,Base,649,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0795,reasoning,0.2596,Solana,681,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0796,media,0.2635,Base,2015,0x811786ad1ae74adfdd20dd0372abaaebc6246e34
call_0797,data,0.2206,Base,480,0x7a61b53701befdae0eeeffaecc73f14e20b537bb
call_0798,social,0.2457,Solana,538,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0799,media,0.2607,Base,1468,0xaea92132c4cbeb263e6ac2bf6c183b5d81737f17
call_0800,media,0.2899,Base,1442,0x0e17daca5f3e175f448bacace3bc0da47d0655a7
call_0801,social,0.1855,Solana,584,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0802,reasoning,0.2645,Base,740,0x8527a891e224136950ff32ca212b45bc93f69fbb
call_0803,search,0.2048,Base,593,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0804,reasoning,0.2202,Base,898,0x44cb730c420480a0477b505ae68af508fb90f96c
call_0805,reasoning,0.2696,Base,883,0x86e50149658661312a9e0b35558d84f6c6d3da79
call_0806,reasoning,0.2026,Solana,880,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0807,media,0.2232,Base,1830,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0808,data,0.2568,Solana,552,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0809,reasoning,0.23,Solana,774,0x9400f1b21cb527d7fa3d3eabba93557a18ebe7a2
call_0810,media,0.2857,Solana,1544,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0811,reasoning,0.2357,Base,627,0x0b918943df0962bc7a1824c0555a389347b4febd
call_0812,data,0.2194,Base,514,0xef2d127de37b942baad06145e54b0c619a1f2232
call_0813,reasoning,0.2088,Solana,1016,0x6b51d431df5d7f141cbececcf79edf3dd861c3b4
call_0814,data,0.2332,Base,382,0xaea92132c4cbeb263e6ac2bf6c183b5d81737f17
call_0815,data,0.2529,Solana,299,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0816,reasoning,0.2587,Solana,808,0x9f14025af0065b30e47e23ebb3b491d39ae8ed17
call_0817,data,0.2306,Solana,488,0x98010bd9270f9b100b6214a21754fd33bdc8d41b
call_0818,search,0.2141,Solana,726,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0819,search,0.2733,Solana,547,0x35135aaa6cc23891b40cb3f378c53a17a1127210
call_0820,social,0.2316,Solana,616,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0821,trading,0.2209,Solana,356,0x59e19706d51d39f66711c2653cd7eb1291c94d9b
call_0822,infrastructure,0.2172,Base,404,0x31489056e0916d59fe3add79e63f095af3ffb816
call_0823,trading,0.282,Solana,347,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0824,reasoning,0.2656,Solana,881,0x535fa30d7e25dd8a49f1536779734ec8286108d1
call_0825,reasoning,0.2273,Solana,840,0x0b918943df0962bc7a1824c0555a389347b4febd
call_0826,reasoning,0.2579,Base,819,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0827,search,0.2092,Base,445,0xe629fa6598d732768f7c726b4b621285f9c3b853
call_0828,infrastructure,0.2764,Base,253,0x8527a891e224136950ff32ca212b45bc93f69fbb
call_0829,reasoning,0.2238,Solana,913,0x73475cb40a568e8da8a045ced110137e159f890a
call_0830,data,0.2624,Solana,428,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0831,trading,0.2902,Solana,241,0x4ec9599fc203d176a301536c2e091a19bc852759
call_0832,search,0.2601,Solana,601,0xb7a56873cd771f2c446d369b649430b65a756ba2
call_0833,reasoning,0.2821,Base,745,0x4ec9599fc203d176a301536c2e091a19bc852759
call_0834,infrastructure,0.2244,Base,337,0x670671cd97404156226e507973f2ab8330d3022c
call_0835,media,0.2427,Base,1796,0x73475cb40a568e8da8a045ced110137e159f890a
call_0836,media,0.265,Solana,1572,0x2c624232cdd221771294dfbb310aca000a0df6ac
call_0837,data,0.2468,Base,425,0x4b227777d4dd1fc61c6f884f48641d02b4d121d3
call_0838,reasoning,0.2611,Solana,894,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0839,media,0.2944,Solana,1911,0x44cb730c420480a0477b505ae68af508fb90f96c
call_0840,media,0.278,Base,1827,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0841,data,0.2338,Solana,465,0xe29c9c180c6279b0b02abd6a1801c7c04082cf48
call_0842,media,0.2544,Solana,1513,0x0b918943df0962bc7a1824c0555a389347b4febd
call_0843,data,0.2396,Solana,316,0xe29c9c180c6279b0b02abd6a1801c7c04082cf48
call_0844,data,0.3116,Base,396,0xe29c9c180c6279b0b02abd6a1801c7c04082cf48
call_0845,reasoning,0.2318,Base,995,0x0b918943df0962bc7a1824c0555a389347b4febd
call_0846,reasoning,0.2689,Solana,812,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0847,media,0.2649,Solana,1293,0x5f9c4ab08cac7457e9111a30e4664920607ea2c1
call_0848,reasoning,0.269,Base,876,0x6b51d431df5d7f141cbececcf79edf3dd861c3b4
call_0849,data,0.2757,Solana,480,0x2c624232cdd221771294dfbb310aca000a0df6ac
call_0850,search,0.2277,Base,482,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0851,media,0.3082,Base,1387,0x8527a891e224136950ff32ca212b45bc93f69fbb
call_0852,reasoning,0.2029,Base,885,0x35135aaa6cc23891b40cb3f378c53a17a1127210
call_0853,reasoning,0.2838,Solana,1058,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0854,reasoning,0.2945,Base,780,0x6f4b6612125fb3a0daecd2799dfd6c9c299424fd
call_0855,search,0.2295,Base,678,0xe629fa6598d732768f7c726b4b621285f9c3b853
call_0856,reasoning,0.2085,Solana,713,0x0e17daca5f3e175f448bacace3bc0da47d0655a7
call_0857,reasoning,0.242,Solana,750,0x76a50887d8f1c2e9301755428990ad81479ee21c
call_0858,infrastructure,0.1839,Base,302,0x670671cd97404156226e507973f2ab8330d3022c
call_0859,reasoning,0.2601,Solana,872,0xaea92132c4cbeb263e6ac2bf6c183b5d81737f17
call_0860,data,0.2753,Solana,372,0x76a50887d8f1c2e9301755428990ad81479ee21c
call_0861,data,0.2843,Base,400,0x3d914f9348c9cc0ff8a79716700b9fcd4d2f3e71
call_0862,data,0.2454,Solana,398,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0863,data,0.2551,Base,435,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0864,data,0.2461,Solana,369,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0865,data,0.2627,Solana,411,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0866,media,0.2669,Solana,1732,0x670671cd97404156226e507973f2ab8330d3022c
call_0867,reasoning,0.1916,Solana,828,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0868,reasoning,0.2648,Solana,750,0xef2d127de37b942baad06145e54b0c619a1f2232
call_0869,reasoning,0.2523,Base,615,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0870,reasoning,0.2599,Solana,694,0x71ee45a3c0db9a9865f7313dd3372cf60dca6479
call_0871,search,0.286,Solana,447,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0872,reasoning,0.2579,Base,907,0x98010bd9270f9b100b6214a21754fd33bdc8d41b
call_0873,media,0.2528,Base,1310,0x785f3ec7eb32f30b90cd0fcf3657d388b5ff4297
call_0874,reasoning,0.2219,Solana,878,0xb7a56873cd771f2c446d369b649430b65a756ba2
call_0875,reasoning,0.2378,Base,1008,0xe29c9c180c6279b0b02abd6a1801c7c04082cf48
call_0876,reasoning,0.2514,Solana,722,0x4fc82b26aecb47d2868c4efbe3581732a3e7cbcc
call_0877,reasoning,0.2319,Base,694,0x6b86b273ff34fce19d6b804eff5a3f5747ada4ea
call_0878,reasoning,0.2657,Solana,648,0x9400f1b21cb527d7fa3d3eabba93557a18ebe7a2
call_0879,trading,0.2558,Base,302,0x44cb730c420480a0477b505ae68af508fb90f96c
call_0880,reasoning,0.2442,Base,645,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0881,data,0.2269,Base,352,0x98010bd9270f9b100b6214a21754fd33bdc8d41b
call_0882,reasoning,0.2381,Solana,681,0x44cb730c420480a0477b505ae68af508fb90f96c
call_0883,reasoning,0.2421,Base,761,0x1a6562590ef19d1045d06c4055742d38288e9e6d
call_0884,infrastructure,0.2508,Solana,290,0x19581e27de7ced00ff1ce50b2047e7a567c76b1c
call_0885,reasoning,0.2722,Solana,934,0x811786ad1ae74adfdd20dd0372abaaebc6246e34
call_0886,reasoning,0.2236,Solana,930,0x6b51d431df5d7f141cbececcf79edf3dd861c3b4
call_0887,infrastructure,0.2715,Base,349,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0888,data,0.2826,Solana,427,0x25fc0e7096fc653718202dc30b0c580b8ab87eac
call_0889,reasoning,0.2549,Solana,924,0x670671cd97404156226e507973f2ab8330d3022c
call_0890,social,0.177,Base,505,0x9400f1b21cb527d7fa3d3eabba93557a18ebe7a2
call_0891,infrastructure,0.3291,Base,337,0x4ec9599fc203d176a301536c2e091a19bc852759
call_0892,data,0.2059,Solana,370,0x8527a891e224136950ff32ca212b45bc93f69fbb
call_0893,data,0.2318,Solana,505,0x4a44dc15364204a80fe80e9039455cc160828182
call_0894,infrastructure,0.2531,Solana,303,0xe629fa6598d732768f7c726b4b621285f9c3b853
call_0895,search,0.2227,Base,511,0x7902699be42c8a8e46fbbb4501726517e86b22c5
call_0896,reasoning,0.2925,Base,759,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0897,data,0.2444,Base,468,0xef2d127de37b942baad06145e54b0c619a1f2232
call_0898,data,0.2421,Base,331,0xd4735e3a265e16eee03f59718b9b5d03019c07d8
call_0899,data,0.2253,Solana,448,0xe7f6c011776e8db7cd330b54174fd76f7d0216b6
call_0900,data,0.2272,Solana,400,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0901,reasoning,0.233,Solana,961,0x35135aaa6cc23891b40cb3f378c53a17a1127210
call_0902,reasoning,0.2563,Solana,947,0x73475cb40a568e8da8a045ced110137e159f890a
call_0903,media,0.32,Base,1563,0x624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4
call_0904,data,0.2757,Base,443,0xc6f3ac57944a531490cd39902d0f777715fd005e
call_0905,search,0.2882,Solana,626,0xb17ef6d19c7a5b1ee83b907c595526dcb1eb06db
call_0906,social,0.2297,Solana,510,0x4523540f1504cd17100c4835e85b7eefd4991158
call_0907,reasoning,0.2161,Base,654,0x670671cd97404156226e507973f2ab8330d3022c
call_0908,infrastructure,0.2784,Base,332,0xb7a56873cd771f2c446d369b649430b65a756ba2
call_0909,trading,0.2625,Base,313,0x35135aaa6cc23891b40cb3f378c53a17a1127210
call_0910,infrastructure,0.3238,Base,339,0xd59eced1ded07f84c145592f65bdf854358e009c
call_0911,data,0.252,Solana,410,0x4b227777d4dd1fc61c6f884f48641d02b4d121d3
call_0912,search,0.2358,Solana,594,0x44cb730c420480a0477b505ae68af508fb90f96c
call_0913,reasoning,0.2515,Base,946,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
call_0914,media,0.29,Base,1755,0xd4735e3a265e16eee03f59718b9b5d03019c07d8
call_0915,data,0.269,Solana,466,0x4e07408562bedb8b60ce05c1decfe3ad16b72230
